year,state,state_po,county_name,county_fips,Total Votes,Republican,Democrat,Repub_%,Dem_%,Majority
2020,INDIANA,IN,HOWARD,18067,40630,26449,13303,0.65097,0.32742,Republican
2020,INDIANA,IN,HUNTINGTON,18069,17829,13147,4255,0.73739,0.23866,Republican
2020,INDIANA,IN,JACKSON,18071,19238,14555,4302,0.75658,0.22362,Republican
2020,INDIANA,IN,JASPER,18073,15475,11383,3798,0.73557,0.24543,Republican
2020,INDIANA,IN,JAY,18075,8461,6361,1926,0.7518,0.22763,Republican
2020,INDIANA,IN,JEFFERSON,18077,14697,9663,4731,0.65748,0.3219,Republican
2020,INDIANA,IN,JENNINGS,18079,12251,9490,2523,0.77463,0.20594,Republican
2020,INDIANA,IN,JOHNSON,18081,77618,51219,24736,0.65989,0.31869,Republican
2020,INDIANA,IN,KNOX,18083,16011,11655,4067,0.72794,0.25401,Republican
2020,INDIANA,IN,KOSCIUSKO,18085,35787,26499,8364,0.74046,0.23372,Republican
2020,INDIANA,IN,LAGRANGE,18087,10633,8110,2355,0.76272,0.22148,Republican
2020,INDIANA,IN,LAKE,18089,219956,91760,124870,0.41717,0.5677,Democrat
2020,INDIANA,IN,LAPORTE,18091,49392,25997,22427,0.52634,0.45406,Republican
2020,INDIANA,IN,LAWRENCE,18093,21025,15601,4961,0.74202,0.23596,Republican
2020,INDIANA,IN,MADISON,18095,51793,31215,19524,0.60269,0.37696,Republican
2020,INDIANA,IN,MARION,18097,389619,134175,247772,0.34437,0.63593,Democrat
2020,INDIANA,IN,MARSHALL,18099,19927,13844,5712,0.69474,0.28665,Republican
2020,INDIANA,IN,MARTIN,18101,5144,4029,1011,0.78324,0.19654,Republican
2020,INDIANA,IN,MIAMI,18103,14473,10925,3235,0.75485,0.22352,Republican
2020,INDIANA,IN,MONROE,18105,63151,22071,39861,0.3495,0.6312,Democrat
2020,INDIANA,IN,MONTGOMERY,18107,17198,12659,4213,0.73607,0.24497,Republican
2020,INDIANA,IN,MORGAN,18109,36157,27512,7781,0.7609,0.2152,Republican
2020,INDIANA,IN,NEWTON,18111,6591,4942,1509,0.74981,0.22895,Republican
2020,INDIANA,IN,NOBLE,18113,19190,14195,4660,0.73971,0.24283,Republican
2020,INDIANA,IN,OHIO,18115,3075,2054,668,0.66797,0.21724,Republican
2020,INDIANA,IN,ORANGE,18117,8832,6432,2224,0.72826,0.25181,Republican
2020,INDIANA,IN,OWEN,18119,9904,7286,2420,0.73566,0.24435,Republican
2020,INDIANA,IN,PARKE,18121,7013,5400,1503,0.77,0.21432,Republican
2020,INDIANA,IN,PERRY,18123,8722,5345,3203,0.61282,0.36723,Republican
2020,INDIANA,IN,PIKE,18125,6220,4692,1415,0.75434,0.22749,Republican
2020,INDIANA,IN,PORTER,18127,86509,45008,39746,0.52027,0.45944,Republican
2020,INDIANA,IN,POSEY,18129,13236,9206,3811,0.69553,0.28793,Republican
2020,INDIANA,IN,PULASKI,18131,5806,4246,1463,0.73131,0.25198,Republican
2020,INDIANA,IN,PUTNAM,18133,16597,12278,3946,0.73977,0.23775,Republican
2020,INDIANA,IN,RANDOLPH,18135,11069,8312,2513,0.75093,0.22703,Republican
2020,INDIANA,IN,RIPLEY,18137,14271,11261,2774,0.78908,0.19438,Republican
2020,INDIANA,IN,RUSH,18139,7932,6035,1754,0.76084,0.22113,Republican
2020,INDIANA,IN,ST. JOSEPH,18141,115238,53164,59896,0.46134,0.51976,Democrat
2020,INDIANA,IN,SCOTT,18143,10167,7331,2701,0.72106,0.26566,Republican
2020,INDIANA,IN,SHELBY,18145,19991,14568,5023,0.72873,0.25126,Republican
2020,INDIANA,IN,SPENCER,18147,10769,7357,3213,0.68316,0.29836,Republican
2020,INDIANA,IN,STARKE,18149,10290,7466,2650,0.72556,0.25753,Republican
2020,INDIANA,IN,STEUBEN,18151,16162,11327,4513,0.70084,0.27924,Republican
2020,INDIANA,IN,SULLIVAN,18153,8994,6691,2153,0.74394,0.23938,Republican
2020,INDIANA,IN,SWITZERLAND,18155,4154,3133,964,0.75421,0.23207,Republican
2020,INDIANA,IN,TIPPECANOE,18157,71448,34581,35017,0.484,0.4901,Democrat
2020,INDIANA,IN,TIPTON,18159,8116,6110,1834,0.75283,0.22597,Republican
2020,INDIANA,IN,UNION,18161,3483,2688,736,0.77175,0.21131,Republican
2020,INDIANA,IN,VANDERBURGH,18163,77662,41844,34415,0.5388,0.44314,Republican
2020,INDIANA,IN,VERMILLION,18165,7481,5184,2145,0.69296,0.28673,Republican
2020,INDIANA,IN,VIGO,18167,43594,24545,18123,0.56304,0.41572,Republican
2020,INDIANA,IN,WABASH,18169,14576,10762,3494,0.73834,0.23971,Republican
2020,INDIANA,IN,WARREN,18171,4472,3401,974,0.76051,0.2178,Republican
2020,INDIANA,IN,WARRICK,18173,33829,21326,11923,0.63041,0.35245,Republican
2020,INDIANA,IN,WASHINGTON,18175,12139,9114,2784,0.7508,0.22934,Republican
2020,INDIANA,IN,WAYNE,18177,27679,17567,9524,0.63467,0.34409,Republican
2020,INDIANA,IN,WELLS,18179,14050,10855,2928,0.7726,0.2084,Republican
2020,INDIANA,IN,WHITE,18181,11166,7957,3032,0.71261,0.27154,Republican
2020,INDIANA,IN,WHITLEY,18183,17556,12862,4234,0.73263,0.24117,Republican
2020,IOWA,IA,ADAIR,19001,4177,2922,1198,0.69955,0.28681,Republican
2020,IOWA,IA,ADAMS,19003,2160,1535,590,0.71065,0.27315,Republican
2020,IOWA,IA,ALLAMAKEE,19005,7422,4744,2576,0.63918,0.34708,Republican
2020,IOWA,IA,APPANOOSE,19007,6516,4522,1891,0.69398,0.29021,Republican
2020,IOWA,IA,AUDUBON,19009,3420,2299,1071,0.67222,0.31316,Republican
2020,IOWA,IA,BENTON,19011,14642,9208,5160,0.62888,0.35241,Republican
2020,IOWA,IA,BLACK HAWK,19013,66593,29813,35647,0.44769,0.5353,Democrat
2020,IOWA,IA,BOONE,19015,15340,8729,6303,0.56904,0.41089,Republican
2020,IOWA,IA,BREMER,19017,14546,8324,5958,0.57225,0.4096,Republican
2020,IOWA,IA,BUCHANAN,19019,10774,6430,4169,0.59681,0.38695,Republican
2020,IOWA,IA,BUENA VISTA,19021,8167,5074,2961,0.62128,0.36256,Republican
2020,IOWA,IA,BUTLER,19023,8098,5556,2424,0.6861,0.29933,Republican
2020,IOWA,IA,CALHOUN,19025,5258,3698,1470,0.70331,0.27957,Republican
2020,IOWA,IA,CARROLL,19027,11335,7766,3454,0.68513,0.30472,Republican
2020,IOWA,IA,CASS,19029,7276,4979,2201,0.6843,0.3025,Republican
2020,IOWA,IA,CEDAR,19031,10703,6184,4337,0.57778,0.40521,Republican
2020,IOWA,IA,CERRO GORDO,19033,23801,12499,10941,0.52515,0.45969,Republican
2020,IOWA,IA,CHEROKEE,19035,6518,4510,1936,0.69193,0.29702,Republican
2020,IOWA,IA,CHICKASAW,19037,6631,4322,2233,0.65179,0.33675,Republican
2020,IOWA,IA,CLARKE,19039,4670,3153,1466,0.67516,0.31392,Republican
2020,IOWA,IA,CLAY,19041,8969,6158,2662,0.68659,0.2968,Republican
2020,IOWA,IA,CLAYTON,19043,9594,6119,3340,0.63779,0.34813,Republican
2020,IOWA,IA,CLINTON,19045,24687,13410,10812,0.5432,0.43796,Republican
2020,IOWA,IA,CRAWFORD,19047,7154,4862,2220,0.67962,0.31032,Republican
2020,IOWA,IA,DALLAS,19049,56022,28162,26879,0.5027,0.47979,Republican
2020,IOWA,IA,DAVIS,19051,4102,3035,1013,0.73988,0.24695,Republican
2020,IOWA,IA,DECATUR,19053,3804,2618,1120,0.68822,0.29443,Republican
2020,IOWA,IA,DELAWARE,19055,10003,6688,3157,0.6686,0.31561,Republican
2020,IOWA,IA,DES MOINES,19057,19956,10642,8893,0.53327,0.44563,Republican
2020,IOWA,IA,DICKINSON,19059,11244,7452,3661,0.66275,0.3256,Republican
2020,IOWA,IA,DUBUQUE,19061,53926,27358,25657,0.50732,0.47578,Republican
2020,IOWA,IA,EMMET,19063,4853,3268,1520,0.6734,0.31321,Republican
2020,IOWA,IA,FAYETTE,19065,10186,6174,3835,0.60613,0.3765,Republican
2020,IOWA,IA,FLOYD,19067,8032,4747,3172,0.59101,0.39492,Republican
2020,IOWA,IA,FRANKLIN,19069,5130,3433,1626,0.6692,0.31696,Republican
2020,IOWA,IA,FREMONT,19071,3857,2717,1080,0.70443,0.28001,Republican
2020,IOWA,IA,GREENE,19073,5057,3229,1769,0.63852,0.34981,Republican
2020,IOWA,IA,GRUNDY,19075,7276,4945,2206,0.67963,0.30319,Republican
2020,IOWA,IA,GUTHRIE,19077,6371,4280,1985,0.67179,0.31157,Republican
2020,IOWA,IA,HAMILTON,19079,7943,4982,2843,0.62722,0.35793,Republican
2020,IOWA,IA,HANCOCK,19081,6172,4401,1683,0.71306,0.27268,Republican
2020,IOWA,IA,HARDIN,19083,8989,5864,2976,0.65235,0.33107,Republican
2020,IOWA,IA,HARRISON,19085,8155,5580,2440,0.68424,0.2992,Republican
2020,IOWA,IA,HENRY,19087,9982,6525,3275,0.65368,0.32809,Republican
2020,IOWA,IA,HOWARD,19089,4958,3133,1772,0.63191,0.3574,Republican
2020,IOWA,IA,HUMBOLDT,19091,5327,3825,1442,0.71804,0.2707,Republican
2020,IOWA,IA,IDA,19093,3849,2885,917,0.74955,0.23824,Republican
2020,IOWA,IA,IOWA,19095,9742,6035,3547,0.61948,0.36409,Republican
2020,IOWA,IA,JACKSON,19097,11135,6957,4029,0.62479,0.36183,Republican
2020,IOWA,IA,JASPER,19099,20184,12125,7737,0.60072,0.38332,Republican
2020,IOWA,IA,JEFFERSON,19101,8959,4476,4319,0.49961,0.48209,Republican
2020,IOWA,IA,JOHNSON,19103,83851,23206,59177,0.27675,0.70574,Democrat
2020,IOWA,IA,JONES,19105,10989,6596,4213,0.60024,0.38338,Republican
2020,IOWA,IA,KEOKUK,19107,5303,3809,1414,0.71827,0.26664,Republican
2020,IOWA,IA,KOSSUTH,19109,9090,6288,2696,0.69175,0.29659,Republican
2020,IOWA,IA,LEE,19111,16734,9808,6541,0.58611,0.39088,Republican
2020,IOWA,IA,LINN,19113,127458,53744,70874,0.42166,0.55606,Democrat
2020,IOWA,IA,LOUISA,19115,5332,3506,1726,0.65754,0.32371,Republican
2020,IOWA,IA,LUCAS,19117,4630,3295,1284,0.71166,0.27732,Republican
2020,IOWA,IA,LYON,19119,6863,5718,1067,0.83316,0.15547,Republican
2020,IOWA,IA,MADISON,19121,9824,6525,3134,0.66419,0.31901,Republican
2020,IOWA,IA,MAHASKA,19123,11404,8320,2894,0.72957,0.25377,Republican
2020,IOWA,IA,MARION,19125,19232,12722,6178,0.6615,0.32124,Republican
2020,IOWA,IA,MARSHALL,19127,18136,9610,8176,0.52989,0.45082,Republican
2020,IOWA,IA,MILLS,19129,8268,5616,2508,0.67925,0.30334,Republican
2020,IOWA,IA,MITCHELL,19131,5822,3684,2053,0.63277,0.35263,Republican
2020,IOWA,IA,MONONA,19133,4728,3262,1407,0.68993,0.29759,Republican
2020,IOWA,IA,MONROE,19135,4088,2978,1078,0.72847,0.2637,Republican
2020,IOWA,IA,MONTGOMERY,19137,5327,3666,1583,0.68819,0.29717,Republican
2020,IOWA,IA,MUSCATINE,19139,20671,10865,9372,0.52562,0.45339,Republican
2020,IOWA,IA,O'BRIEN,19141,7551,5871,1569,0.77751,0.20779,Republican
2020,IOWA,IA,OSCEOLA,19143,3328,2695,601,0.8098,0.18059,Republican
2020,IOWA,IA,PAGE,19145,7528,5328,2086,0.70776,0.2771,Republican
2020,IOWA,IA,PALO ALTO,19147,4958,3378,1519,0.68132,0.30637,Republican
2020,IOWA,IA,PLYMOUTH,19149,14188,10515,3494,0.74112,0.24626,Republican
2020,IOWA,IA,POCAHONTAS,19151,3823,2832,933,0.74078,0.24405,Republican
2020,IOWA,IA,POLK,19153,258755,107564,146250,0.4157,0.56521,Democrat
2020,IOWA,IA,POTTAWATTAMIE,19155,45744,26352,18575,0.57608,0.40606,Republican
2020,IOWA,IA,POWESHIEK,19157,10140,5673,4306,0.55947,0.42465,Republican
2020,IOWA,IA,RINGGOLD,19159,2714,1974,709,0.72734,0.26124,Republican
2020,IOWA,IA,SAC,19161,5535,4069,1389,0.73514,0.25095,Republican
2020,IOWA,IA,SCOTT,19163,92599,43958,46926,0.47471,0.50677,Democrat
2020,IOWA,IA,SHELBY,19165,6795,4711,1959,0.6933,0.2883,Republican
2020,IOWA,IA,SIOUX,19167,19051,15775,3019,0.82804,0.15847,Republican
2020,IOWA,IA,STORY,19169,51038,20541,29175,0.40246,0.57163,Democrat
2020,IOWA,IA,TAMA,19171,9048,5325,3577,0.58853,0.39534,Republican
2020,IOWA,IA,TAYLOR,19173,3249,2470,746,0.76023,0.22961,Republican
2020,IOWA,IA,UNION,19175,6185,4024,2061,0.65061,0.33323,Republican
2020,IOWA,IA,VAN BUREN,19177,3791,2870,875,0.75706,0.23081,Republican
2020,IOWA,IA,WAPELLO,19179,15633,9536,5821,0.60999,0.37235,Republican
2020,IOWA,IA,WARREN,19181,31039,17868,12574,0.57566,0.4051,Republican
2020,IOWA,IA,WASHINGTON,19183,11765,6991,4561,0.59422,0.38768,Republican
2020,IOWA,IA,WAYNE,19185,3109,2344,727,0.75394,0.23384,Republican
2020,IOWA,IA,WEBSTER,19187,17822,10970,6613,0.61553,0.37106,Republican
2020,IOWA,IA,WINNEBAGO,19189,5970,3726,2135,0.62412,0.35762,Republican
2020,IOWA,IA,WINNESHIEK,19191,12064,6263,5617,0.51915,0.4656,Republican
2020,IOWA,IA,WOODBURY,19193,45362,25926,18704,0.57154,0.41233,Republican
2020,IOWA,IA,WORTH,19195,4418,2742,1596,0.62064,0.36125,Republican
2020,IOWA,IA,WRIGHT,19197,6254,4148,1996,0.66326,0.31916,Republican
2020,KANSAS,KS,ALLEN,20001,5892,4218,1570,0.71589,0.26646,Republican
2020,KANSAS,KS,ANDERSON,20003,3792,2929,782,0.77242,0.20622,Republican
2020,KANSAS,KS,ATCHISON,20005,7440,4906,2359,0.65941,0.31707,Republican
2020,KANSAS,KS,BARBER,20007,2342,2014,291,0.85995,0.12425,Republican
2020,KANSAS,KS,BARTON,20009,11130,8608,2340,0.77341,0.21024,Republican
2020,KANSAS,KS,BOURBON,20011,6676,5023,1541,0.7524,0.23083,Republican
2020,KANSAS,KS,BROWN,20013,4471,3262,1104,0.72959,0.24692,Republican
2020,KANSAS,KS,BUTLER,20015,32520,22634,9181,0.696,0.28232,Republican
2020,KANSAS,KS,CHASE,20017,1491,1123,345,0.75319,0.23139,Republican
2020,KANSAS,KS,CHAUTAUQUA,20019,1639,1402,212,0.8554,0.12935,Republican
2020,KANSAS,KS,CHEROKEE,20021,9128,6766,2194,0.74124,0.24036,Republican
2020,KANSAS,KS,CHEYENNE,20023,1429,1183,224,0.82785,0.15675,Republican
2020,KANSAS,KS,CLARK,20025,1067,904,143,0.84724,0.13402,Republican
2020,KANSAS,KS,CLAY,20027,4182,3177,894,0.75968,0.21377,Republican
2020,KANSAS,KS,CLOUD,20029,4263,3242,920,0.7605,0.21581,Republican
2020,KANSAS,KS,COFFEY,20031,4565,3489,964,0.76429,0.21117,Republican
2020,KANSAS,KS,COMANCHE,20033,916,762,126,0.83188,0.13755,Republican
2020,KANSAS,KS,COWLEY,20035,14231,9656,4273,0.67852,0.30026,Republican
2020,KANSAS,KS,CRAWFORD,20037,16645,10045,6179,0.60348,0.37122,Republican
2020,KANSAS,KS,DECATUR,20039,1498,1260,218,0.84112,0.14553,Republican
2020,KANSAS,KS,DICKINSON,20041,9349,7126,2060,0.76222,0.22034,Republican
2020,KANSAS,KS,DONIPHAN,20043,3709,2976,686,0.80237,0.18496,Republican
2020,KANSAS,KS,DOUGLAS,20045,59495,17286,40785,0.29055,0.68552,Democrat
2020,KANSAS,KS,EDWARDS,20047,1431,1141,271,0.79734,0.18938,Republican
2020,KANSAS,KS,ELK,20049,1361,1140,195,0.83762,0.14328,Republican
2020,KANSAS,KS,ELLIS,20051,13800,9758,3737,0.7071,0.2708,Republican
2020,KANSAS,KS,ELLSWORTH,20053,2853,2148,648,0.75289,0.22713,Republican
2020,KANSAS,KS,FINNEY,20055,11800,7236,4325,0.61322,0.36653,Republican
2020,KANSAS,KS,FORD,20057,8915,5803,2947,0.65093,0.33057,Republican
2020,KANSAS,KS,FRANKLIN,20059,12477,8479,3690,0.67957,0.29574,Republican
2020,KANSAS,KS,GEARY,20061,9603,5323,3983,0.55431,0.41477,Republican
2020,KANSAS,KS,GOVE,20063,1471,1291,166,0.87763,0.11285,Republican
2020,KANSAS,KS,GRAHAM,20065,1337,1080,228,0.80778,0.17053,Republican
2020,KANSAS,KS,GRANT,20067,2501,1936,518,0.77409,0.20712,Republican
2020,KANSAS,KS,GRAY,20069,2288,1911,341,0.83523,0.14904,Republican
2020,KANSAS,KS,GREELEY,20071,641,549,78,0.85647,0.12168,Republican
2020,KANSAS,KS,GREENWOOD,20073,3077,2444,569,0.79428,0.18492,Republican
2020,KANSAS,KS,HAMILTON,20075,859,698,141,0.81257,0.16414,Republican
2020,KANSAS,KS,HARPER,20077,2678,2168,461,0.80956,0.17214,Republican
2020,KANSAS,KS,HARVEY,20079,17309,10182,6747,0.58825,0.3898,Republican
2020,KANSAS,KS,HASKELL,20081,1410,1122,268,0.79574,0.19007,Republican
2020,KANSAS,KS,HODGEMAN,20083,1045,875,154,0.83732,0.14737,Republican
2020,KANSAS,KS,JACKSON,20085,6584,4517,1881,0.68606,0.28569,Republican
2020,KANSAS,KS,JEFFERSON,20087,9782,6334,3194,0.64752,0.32652,Republican
2020,KANSAS,KS,JEWELL,20089,1628,1387,212,0.85197,0.13022,Republican
2020,KANSAS,KS,JOHNSON,20091,347214,155631,184259,0.44823,0.53068,Democrat
2020,KANSAS,KS,KEARNY,20093,1455,1164,267,0.8,0.18351,Republican
2020,KANSAS,KS,KINGMAN,20095,3949,3130,752,0.79261,0.19043,Republican
2020,KANSAS,KS,KIOWA,20097,1165,980,156,0.8412,0.13391,Republican
2020,KANSAS,KS,LABETTE,20099,8563,5735,2655,0.66974,0.31005,Republican
2020,KANSAS,KS,LANE,20101,895,762,115,0.8514,0.12849,Republican
2020,KANSAS,KS,LEAVENWORTH,20103,36490,21610,13886,0.59222,0.38054,Republican
2020,KANSAS,KS,LINCOLN,20105,1579,1283,266,0.81254,0.16846,Republican
2020,KANSAS,KS,LINN,20107,5046,4048,896,0.80222,0.17757,Republican
2020,KANSAS,KS,LOGAN,20109,1458,1249,186,0.85665,0.12757,Republican
2020,KANSAS,KS,LYON,20111,13988,7550,6055,0.53975,0.43287,Republican
2020,KANSAS,KS,MCPHERSON,20113,14438,9964,4134,0.69012,0.28633,Republican
2020,KANSAS,KS,MARION,20115,6111,4465,1516,0.73065,0.24808,Republican
2020,KANSAS,KS,MARSHALL,20117,5114,3729,1259,0.72917,0.24619,Republican
2020,KANSAS,KS,MEADE,20119,1825,1523,263,0.83452,0.14411,Republican
2020,KANSAS,KS,MIAMI,20121,17937,12308,5247,0.68618,0.29252,Republican
2020,KANSAS,KS,MITCHELL,20123,3101,2504,558,0.80748,0.17994,Republican
2020,KANSAS,KS,MONTGOMERY,20125,13426,9931,3228,0.73968,0.24043,Republican
2020,KANSAS,KS,MORRIS,20127,2899,2124,729,0.73267,0.25147,Republican
2020,KANSAS,KS,MORTON,20129,1198,1034,150,0.86311,0.12521,Republican
2020,KANSAS,KS,NEMAHA,20131,5684,4664,927,0.82055,0.16309,Republican
2020,KANSAS,KS,NEOSHO,20133,6877,4970,1796,0.7227,0.26116,Republican
2020,KANSAS,KS,NESS,20135,1513,1339,149,0.885,0.09848,Republican
2020,KANSAS,KS,NORTON,20137,2415,2007,364,0.83106,0.15072,Republican
2020,KANSAS,KS,OSAGE,20139,8035,5705,2136,0.71002,0.26584,Republican
2020,KANSAS,KS,OSBORNE,20141,1945,1629,281,0.83753,0.14447,Republican
2020,KANSAS,KS,OTTAWA,20143,3191,2610,506,0.81793,0.15857,Republican
2020,KANSAS,KS,PAWNEE,20145,2739,2045,643,0.74662,0.23476,Republican
2020,KANSAS,KS,PHILLIPS,20147,2781,2418,318,0.86947,0.11435,Republican
2020,KANSAS,KS,POTTAWATOMIE,20149,13083,9452,3313,0.72246,0.25323,Republican
2020,KANSAS,KS,PRATT,20151,4137,3108,933,0.75127,0.22553,Republican
2020,KANSAS,KS,RAWLINS,20153,1504,1261,214,0.83843,0.14229,Republican
2020,KANSAS,KS,RENO,20155,27941,18443,8886,0.66007,0.31803,Republican
2020,KANSAS,KS,REPUBLIC,20157,2657,2182,424,0.82123,0.15958,Republican
2020,KANSAS,KS,RICE,20159,4319,3262,965,0.75527,0.22343,Republican
2020,KANSAS,KS,RILEY,20161,25171,11610,12765,0.46125,0.50713,Democrat
2020,KANSAS,KS,ROOKS,20163,2699,2325,339,0.86143,0.1256,Republican
2020,KANSAS,KS,RUSH,20165,1677,1350,295,0.80501,0.17591,Republican
2020,KANSAS,KS,RUSSELL,20167,3467,2790,600,0.80473,0.17306,Republican
2020,KANSAS,KS,SALINE,20169,24531,15722,8214,0.6409,0.33484,Republican
2020,KANSAS,KS,SCOTT,20171,2354,2014,299,0.85556,0.12702,Republican
2020,KANSAS,KS,SEDGWICK,20173,223688,122416,95870,0.54726,0.42859,Republican
2020,KANSAS,KS,SEWARD,20175,5294,3372,1833,0.63695,0.34624,Republican
2020,KANSAS,KS,SHAWNEE,20177,85657,40443,43015,0.47215,0.50218,Democrat
2020,KANSAS,KS,SHERIDAN,20179,1445,1282,147,0.8872,0.10173,Republican
2020,KANSAS,KS,SHERMAN,20181,2727,2269,396,0.83205,0.14521,Republican
2020,KANSAS,KS,SMITH,20183,2129,1763,336,0.82809,0.15782,Republican
2020,KANSAS,KS,STAFFORD,20185,2034,1645,357,0.80875,0.17552,Republican
2020,KANSAS,KS,STANTON,20187,776,614,148,0.79124,0.19072,Republican
2020,KANSAS,KS,STEVENS,20189,2031,1760,237,0.86657,0.11669,Republican
2020,KANSAS,KS,SUMNER,20191,10928,8105,2591,0.74167,0.2371,Republican
2020,KANSAS,KS,THOMAS,20193,3810,3130,625,0.82152,0.16404,Republican
2020,KANSAS,KS,TREGO,20195,1630,1363,242,0.8362,0.14847,Republican
2020,KANSAS,KS,WABAUNSEE,20197,3902,2845,964,0.72911,0.24705,Republican
2020,KANSAS,KS,WALLACE,20199,825,770,44,0.93333,0.05333,Republican
2020,KANSAS,KS,WASHINGTON,20201,2883,2363,475,0.81963,0.16476,Republican
2020,KANSAS,KS,WICHITA,20203,968,808,149,0.83471,0.15393,Republican
2020,KANSAS,KS,WILSON,20205,3954,3153,723,0.79742,0.18285,Republican
2020,KANSAS,KS,WOODSON,20207,1546,1228,294,0.79431,0.19017,Republican
2020,KANSAS,KS,WYANDOTTE,20209,56785,18934,36788,0.33343,0.64785,Democrat
2020,KENTUCKY,KY,ADAIR,21001,8763,7276,1392,0.83031,0.15885,Republican
2020,KENTUCKY,KY,ALLEN,21003,9363,7586,1642,0.81021,0.17537,Republican
2020,KENTUCKY,KY,ANDERSON,21005,13240,9657,3347,0.72938,0.25279,Republican
2020,KENTUCKY,KY,BALLARD,21007,4225,3356,825,0.79432,0.19527,Republican
2020,KENTUCKY,KY,BARREN,21009,20055,14654,5127,0.73069,0.25565,Republican
2020,KENTUCKY,KY,BATH,21011,5627,3986,1573,0.70837,0.27955,Republican
2020,KENTUCKY,KY,BELL,21013,10044,8140,1789,0.81043,0.17812,Republican
2020,KENTUCKY,KY,BOONE,21015,66953,44811,20897,0.66929,0.31211,Republican
2020,KENTUCKY,KY,BOURBON,21017,9643,6190,3296,0.64192,0.3418,Republican
2020,KENTUCKY,KY,BOYD,21019,21741,14295,7083,0.65751,0.32579,Republican
2020,KENTUCKY,KY,BOYLE,21021,14467,8872,5298,0.61326,0.36621,Republican
2020,KENTUCKY,KY,BRACKEN,21023,4244,3398,800,0.80066,0.1885,Republican
2020,KENTUCKY,KY,BREATHITT,21025,5661,4265,1301,0.7534,0.22982,Republican
2020,KENTUCKY,KY,BRECKINRIDGE,21027,10197,7701,2350,0.75522,0.23046,Republican
2020,KENTUCKY,KY,BULLITT,21029,41964,30708,10551,0.73177,0.25143,Republican
2020,KENTUCKY,KY,BUTLER,21031,6122,4960,1079,0.81019,0.17625,Republican
2020,KENTUCKY,KY,CALDWELL,21033,6428,4906,1433,0.76322,0.22293,Republican
2020,KENTUCKY,KY,CALLOWAY,21035,17443,11351,5794,0.65075,0.33217,Republican
2020,KENTUCKY,KY,CAMPBELL,21037,48833,28482,19373,0.58325,0.39672,Republican
2020,KENTUCKY,KY,CARLISLE,21039,2638,2159,463,0.81842,0.17551,Republican
2020,KENTUCKY,KY,CARROLL,21041,4135,2954,1116,0.71439,0.26989,Republican
2020,KENTUCKY,KY,CARTER,21043,11585,8775,2642,0.75744,0.22805,Republican
2020,KENTUCKY,KY,CASEY,21045,7171,6179,918,0.86167,0.12802,Republican
2020,KENTUCKY,KY,CHRISTIAN,21047,23863,15080,8296,0.63194,0.34765,Republican
2020,KENTUCKY,KY,CLARK,21049,18128,11811,6004,0.65153,0.3312,Republican
2020,KENTUCKY,KY,CLAY,21051,7590,6677,831,0.87971,0.10949,Republican
2020,KENTUCKY,KY,CLINTON,21053,4932,4280,603,0.8678,0.12226,Republican
2020,KENTUCKY,KY,CRITTENDEN,21055,4242,3451,731,0.81353,0.17232,Republican
2020,KENTUCKY,KY,CUMBERLAND,21057,3309,2769,508,0.83681,0.15352,Republican
2020,KENTUCKY,KY,DAVIESS,21059,49240,31023,17283,0.63004,0.351,Republican
2020,KENTUCKY,KY,EDMONSON,21061,6131,4828,1227,0.78747,0.20013,Republican
2020,KENTUCKY,KY,ELLIOTT,21063,2995,2246,712,0.74992,0.23773,Republican
2020,KENTUCKY,KY,ESTILL,21065,6538,5100,1355,0.78006,0.20725,Republican
2020,KENTUCKY,KY,FAYETTE,21067,152664,58845,90566,0.38545,0.59324,Democrat
2020,KENTUCKY,KY,FLEMING,21069,7066,5534,1474,0.78319,0.2086,Republican
2020,KENTUCKY,KY,FLOYD,21071,16351,12250,3884,0.74919,0.23754,Republican
2020,KENTUCKY,KY,FRANKLIN,21073,26059,12900,12650,0.49503,0.48544,Republican
2020,KENTUCKY,KY,FULTON,21075,2421,1605,791,0.66295,0.32672,Republican
2020,KENTUCKY,KY,GALLATIN,21077,3849,2955,822,0.76773,0.21356,Republican
2020,KENTUCKY,KY,GARRARD,21079,8703,6754,1830,0.77605,0.21027,Republican
2020,KENTUCKY,KY,GRANT,21081,11106,8725,2205,0.78561,0.19854,Republican
2020,KENTUCKY,KY,GRAVES,21083,17018,13206,3559,0.776,0.20913,Republican
2020,KENTUCKY,KY,GRAYSON,21085,11983,9453,2400,0.78887,0.20028,Republican
2020,KENTUCKY,KY,GREEN,21087,5812,4838,920,0.83242,0.15829,Republican
2020,KENTUCKY,KY,GREENUP,21089,18176,13064,4873,0.71875,0.2681,Republican
2020,KENTUCKY,KY,HANCOCK,21091,4587,3145,1351,0.68563,0.29453,Republican
2020,KENTUCKY,KY,HARDIN,21093,48941,29832,18101,0.60955,0.36985,Republican
2020,KENTUCKY,KY,HARLAN,21095,10971,9367,1494,0.8538,0.13618,Republican
2020,KENTUCKY,KY,HARRISON,21097,8853,6334,2400,0.71546,0.27109,Republican
2020,KENTUCKY,KY,HART,21099,8369,6345,1908,0.75816,0.22798,Republican
2020,KENTUCKY,KY,HENDERSON,21101,20688,12730,7639,0.61533,0.36925,Republican
2020,KENTUCKY,KY,HENRY,21103,8107,5843,2142,0.72074,0.26422,Republican
2020,KENTUCKY,KY,HICKMAN,21105,2199,1714,458,0.77945,0.20828,Republican
