year,state,state_po,county_name,county_fips,Total Votes,Republican,Democrat,Repub_%,Dem_%,Majority
2020,MISSOURI,MO,SCOTLAND,29199,1984,1560,388,0.78629,0.19556,Republican
2020,MISSOURI,MO,SCOTT,29201,17719,13769,3753,0.77708,0.21181,Republican
2020,MISSOURI,MO,SHANNON,29203,3906,3165,706,0.81029,0.18075,Republican
2020,MISSOURI,MO,SHELBY,29205,3350,2700,592,0.80597,0.17672,Republican
2020,MISSOURI,MO,STODDARD,29207,13426,11484,1819,0.85536,0.13548,Republican
2020,MISSOURI,MO,STONE,29209,18483,14800,3506,0.80074,0.18969,Republican
2020,MISSOURI,MO,SULLIVAN,29211,2471,1974,478,0.79887,0.19344,Republican
2020,MISSOURI,MO,TANEY,29213,26288,20508,5339,0.78013,0.2031,Republican
2020,MISSOURI,MO,TEXAS,29215,11301,9478,1716,0.83869,0.15184,Republican
2020,MISSOURI,MO,VERNON,29217,9185,7155,1903,0.77899,0.20719,Republican
2020,MISSOURI,MO,WARREN,29219,18375,13222,4769,0.71956,0.25954,Republican
2020,MISSOURI,MO,WASHINGTON,29221,9976,8047,1804,0.80664,0.18083,Republican
2020,MISSOURI,MO,WAYNE,29223,5878,4987,845,0.84842,0.14376,Republican
2020,MISSOURI,MO,WEBSTER,29225,18779,14880,3573,0.79237,0.19027,Republican
2020,MISSOURI,MO,WORTH,29227,1107,877,215,0.79223,0.19422,Republican
2020,MISSOURI,MO,WRIGHT,29229,8739,7453,1168,0.85284,0.13365,Republican
2020,MISSOURI,MO,ST. LOUIS CITY,29510,133867,21474,110089,0.16041,0.82238,Democrat
2020,MISSOURI,MO,KANSAS CITY,36000,136645,26393,107660,0.19315,0.78788,Democrat
2020,NEVADA,NV,CHURCHILL,32001,12881,9367,3048,0.7272,0.23663,Republican
2020,NEVADA,NV,CLARK,32003,972308,430809,521777,0.44308,0.53664,Democrat
2020,NEVADA,NV,DOUGLAS,32005,34117,21623,11570,0.63379,0.33913,Republican
2020,NEVADA,NV,ELKO,32007,21957,16734,4555,0.76213,0.20745,Republican
2020,NEVADA,NV,ESMERALDA,32009,480,395,72,0.82292,0.15,Republican
2020,NEVADA,NV,EUREKA,32011,1008,887,104,0.87996,0.10317,Republican
2020,NEVADA,NV,HUMBOLDT,32013,7771,5877,1689,0.75627,0.21735,Republican
2020,NEVADA,NV,LANDER,32015,2765,2198,496,0.79494,0.17939,Republican
2020,NEVADA,NV,LINCOLN,32017,2446,2067,330,0.84505,0.13491,Republican
2020,NEVADA,NV,LYON,32019,30229,20906,8472,0.69159,0.28026,Republican
2020,NEVADA,NV,MINERAL,32021,2327,1420,824,0.61023,0.3541,Republican
2020,NEVADA,NV,NYE,32023,25376,17527,7287,0.69069,0.28716,Republican
2020,NEVADA,NV,PERSHING,32027,2320,1731,547,0.74612,0.23578,Republican
2020,NEVADA,NV,STOREY,32029,2868,1901,900,0.66283,0.31381,Republican
2020,NEVADA,NV,WASHOE,32031,251956,116653,128052,0.46299,0.50823,Democrat
2020,NEVADA,NV,WHITE PINE,32033,4363,3400,856,0.77928,0.1962,Republican
2020,NEVADA,NV,CARSON CITY,32510,29739,16113,12735,0.54181,0.42823,Republican
2020,NEW HAMPSHIRE,NH,BELKNAP,33001,38391,20899,16894,0.54437,0.44005,Republican
2020,NEW HAMPSHIRE,NH,CARROLL,33003,33221,16150,16649,0.48614,0.50116,Democrat
2020,NEW HAMPSHIRE,NH,CHESHIRE,33005,44220,17898,25522,0.40475,0.57716,Democrat
2020,NEW HAMPSHIRE,NH,COOS,33007,16515,8617,7640,0.52177,0.46261,Republican
2020,NEW HAMPSHIRE,NH,GRAFTON,33009,53966,19905,33180,0.36884,0.61483,Democrat
2020,NEW HAMPSHIRE,NH,HILLSBOROUGH,33011,230941,104625,122344,0.45304,0.52976,Democrat
2020,NEW HAMPSHIRE,NH,MERRIMACK,33013,89805,39711,48533,0.44219,0.54043,Democrat
2020,NEW HAMPSHIRE,NH,ROCKINGHAM,33015,198798,95858,100064,0.48219,0.50335,Democrat
2020,NEW HAMPSHIRE,NH,STRAFFORD,33017,73596,30489,41721,0.41428,0.56689,Democrat
2020,NEW HAMPSHIRE,NH,SULLIVAN,33019,24380,11508,12390,0.47203,0.5082,Democrat
2020,NEW JERSEY,NJ,ATLANTIC,34001,140031,64438,73808,0.46017,0.52708,Democrat
2020,NEW JERSEY,NJ,BERGEN,34003,495849,204417,285967,0.41226,0.57672,Democrat
2020,NEW JERSEY,NJ,BURLINGTON,34005,261497,103345,154595,0.39521,0.59119,Democrat
2020,NEW JERSEY,NJ,CAMDEN,34007,264616,86207,175065,0.32578,0.66158,Democrat
2020,NEW JERSEY,NJ,CAPE MAY,34009,57714,33158,23941,0.57452,0.41482,Republican
2020,NEW JERSEY,NJ,CUMBERLAND,34011,62408,28952,32742,0.46391,0.52464,Democrat
2020,NEW JERSEY,NJ,ESSEX,34013,345311,75475,266820,0.21857,0.77269,Democrat
2020,NEW JERSEY,NJ,GLOUCESTER,34015,172654,83340,86702,0.4827,0.50217,Democrat
2020,NEW JERSEY,NJ,HUDSON,34017,249850,65698,181452,0.26295,0.72624,Democrat
2020,NEW JERSEY,NJ,HUNTERDON,34019,84242,43153,39457,0.51225,0.46838,Republican
2020,NEW JERSEY,NJ,MERCER,34021,176604,51641,122532,0.29241,0.69382,Democrat
2020,NEW JERSEY,NJ,MIDDLESEX,34023,374362,143467,226250,0.38323,0.60436,Democrat
2020,NEW JERSEY,NJ,MONMOUTH,34025,378151,191808,181291,0.50723,0.47941,Republican
2020,NEW JERSEY,NJ,MORRIS,34027,299322,141134,153881,0.47151,0.5141,Democrat
2020,NEW JERSEY,NJ,OCEAN,34029,341516,217740,119456,0.63757,0.34978,Republican
2020,NEW JERSEY,NJ,PASSAIC,34031,223707,92009,129097,0.41129,0.57708,Democrat
2020,NEW JERSEY,NJ,SALEM,34033,33922,18827,14479,0.55501,0.42683,Republican
2020,NEW JERSEY,NJ,SOMERSET,34035,185859,71996,111173,0.38737,0.59816,Democrat
2020,NEW JERSEY,NJ,SUSSEX,34037,87960,51698,34481,0.58774,0.39201,Republican
2020,NEW JERSEY,NJ,UNION,34039,252991,80002,170245,0.31622,0.67293,Democrat
2020,NEW JERSEY,NJ,WARREN,34041,60787,34769,24901,0.57198,0.40964,Republican
2020,NEW MEXICO,NM,BERNALILLO,35001,317590,116135,193757,0.36568,0.61009,Democrat
2020,NEW MEXICO,NM,CATRON,35003,2326,1698,595,0.73001,0.2558,Republican
2020,NEW MEXICO,NM,CHAVES,35005,22443,15656,6381,0.69759,0.28432,Republican
2020,NEW MEXICO,NM,CIBOLA,35006,8903,3975,4745,0.44648,0.53297,Democrat
2020,NEW MEXICO,NM,COLFAX,35007,6016,3271,2611,0.54372,0.43401,Republican
2020,NEW MEXICO,NM,CURRY,35009,15101,10444,4307,0.69161,0.28521,Republican
2020,NEW MEXICO,NM,DE BACA,35011,901,656,231,0.72808,0.25638,Republican
2020,NEW MEXICO,NM,DONA ANA,35013,82641,32802,47957,0.39692,0.58031,Democrat
2020,NEW MEXICO,NM,EDDY,35015,23222,17454,5424,0.75161,0.23357,Republican
2020,NEW MEXICO,NM,GRANT,35017,14435,6553,7590,0.45397,0.52581,Democrat
2020,NEW MEXICO,NM,GUADALUPE,35019,2189,917,1234,0.41891,0.56373,Democrat
2020,NEW MEXICO,NM,HARDING,35021,505,319,179,0.63168,0.35446,Republican
2020,NEW MEXICO,NM,HIDALGO,35023,1974,1120,823,0.56738,0.41692,Republican
2020,NEW MEXICO,NM,LEA,35025,20918,16531,4061,0.79028,0.19414,Republican
2020,NEW MEXICO,NM,LINCOLN,35027,10306,6942,3194,0.67359,0.30992,Republican
2020,NEW MEXICO,NM,LOS ALAMOS,35028,12293,4278,7554,0.348,0.6145,Democrat
2020,NEW MEXICO,NM,LUNA,35029,8103,4408,3563,0.544,0.43971,Republican
2020,NEW MEXICO,NM,MCKINLEY,35031,26486,7801,18029,0.29453,0.6807,Democrat
2020,NEW MEXICO,NM,MORA,35033,2686,903,1745,0.33619,0.64966,Democrat
2020,NEW MEXICO,NM,OTERO,35035,23571,14521,8485,0.61605,0.35998,Republican
2020,NEW MEXICO,NM,QUAY,35037,3873,2634,1170,0.68009,0.30209,Republican
2020,NEW MEXICO,NM,RIO ARRIBA,35039,16628,5408,10990,0.32523,0.66093,Democrat
2020,NEW MEXICO,NM,ROOSEVELT,35041,6608,4634,1802,0.70127,0.2727,Republican
2020,NEW MEXICO,NM,SANDOVAL,35043,76562,34174,40588,0.44636,0.53013,Democrat
2020,NEW MEXICO,NM,SAN JUAN,35045,52294,32874,18083,0.62864,0.34579,Republican
2020,NEW MEXICO,NM,SAN MIGUEL,35047,11531,3421,7888,0.29668,0.68407,Democrat
2020,NEW MEXICO,NM,SANTA FE,35049,82227,18329,62530,0.22291,0.76046,Democrat
2020,NEW MEXICO,NM,SIERRA,35051,5909,3542,2265,0.59942,0.38331,Republican
2020,NEW MEXICO,NM,SOCORRO,35053,7160,3255,3722,0.45461,0.51983,Democrat
2020,NEW MEXICO,NM,TAOS,35055,17181,3715,13121,0.21623,0.76369,Democrat
2020,NEW MEXICO,NM,TORRANCE,35057,7281,4772,2344,0.6554,0.32193,Republican
2020,NEW MEXICO,NM,UNION,35059,1789,1388,383,0.77585,0.21409,Republican
2020,NEW MEXICO,NM,VALENCIA,35061,32277,17364,14263,0.53797,0.44189,Republican
2020,NEW YORK,NY,ALBANY,36001,154727,51081,99474,0.33014,0.6429,Democrat
2020,NEW YORK,NY,ALLEGANY,36003,20895,14135,6048,0.67648,0.28945,Republican
2020,NEW YORK,NY,BRONX,36005,432399,67740,355374,0.15666,0.82187,Democrat
2020,NEW YORK,NY,BROOME,36007,93494,43800,47010,0.46848,0.50281,Democrat
2020,NEW YORK,NY,CATTARAUGUS,36009,35018,22155,11879,0.63267,0.33923,Republican
2020,NEW YORK,NY,CAYUGA,36011,36760,19512,16149,0.53079,0.43931,Republican
2020,NEW YORK,NY,CHAUTAUQUA,36013,59770,34853,23087,0.58312,0.38626,Republican
2020,NEW YORK,NY,CHEMUNG,36015,39711,21922,16636,0.55204,0.41893,Republican
2020,NEW YORK,NY,CHENANGO,36017,22417,13482,8290,0.60142,0.36981,Republican
2020,NEW YORK,NY,CLINTON,36019,35637,16514,18364,0.46339,0.51531,Democrat
2020,NEW YORK,NY,COLUMBIA,36021,35781,14464,20386,0.40424,0.56974,Democrat
2020,NEW YORK,NY,CORTLAND,36023,21892,10789,10369,0.49283,0.47364,Republican
2020,NEW YORK,NY,DELAWARE,36025,23074,13387,9143,0.58018,0.39625,Republican
2020,NEW YORK,NY,DUTCHESS,36027,151889,66872,81443,0.44027,0.5362,Democrat
2020,NEW YORK,NY,ERIE,36029,476787,197527,267174,0.41429,0.56036,Democrat
2020,NEW YORK,NY,ESSEX,36031,19470,8976,9947,0.46102,0.51089,Democrat
2020,NEW YORK,NY,FRANKLIN,36033,19420,9668,9253,0.49784,0.47647,Republican
2020,NEW YORK,NY,FULTON,36035,24072,15378,7931,0.63883,0.32947,Republican
2020,NEW YORK,NY,GENESEE,36037,29431,18876,9625,0.64136,0.32704,Republican
2020,NEW YORK,NY,GREENE,36039,25320,14271,10346,0.56363,0.40861,Republican
2020,NEW YORK,NY,HAMILTON,36041,3489,2225,1178,0.63772,0.33763,Republican
2020,NEW YORK,NY,HERKIMER,36043,29560,18870,9937,0.63836,0.33616,Republican
2020,NEW YORK,NY,JEFFERSON,36045,44129,25629,17307,0.58077,0.39219,Republican
2020,NEW YORK,NY,KINGS,36047,920380,202772,703310,0.22031,0.76415,Democrat
2020,NEW YORK,NY,LEWIS,36049,13036,8894,3824,0.68226,0.29334,Republican
2020,NEW YORK,NY,LIVINGSTON,36051,31656,18182,12477,0.57436,0.39414,Republican
2020,NEW YORK,NY,MADISON,36053,34266,18408,14807,0.53721,0.43212,Republican
2020,NEW YORK,NY,MONROE,36055,383499,145661,225746,0.37982,0.58865,Democrat
2020,NEW YORK,NY,MONTGOMERY,36057,21246,12745,7977,0.59988,0.37546,Republican
2020,NEW YORK,NY,NASSAU,36059,738369,326716,396504,0.44248,0.537,Democrat
2020,NEW YORK,NY,NEW YORK,36061,701405,85185,603040,0.12145,0.85976,Democrat
2020,NEW YORK,NY,NIAGARA,36063,104866,56068,46029,0.53466,0.43893,Republican
2020,NEW YORK,NY,ONEIDA,36065,101696,57180,41567,0.56226,0.40874,Republican
2020,NEW YORK,NY,ONONDAGA,36067,235686,90619,138894,0.38449,0.58932,Democrat
2020,NEW YORK,NY,ONTARIO,36069,60085,29039,29025,0.4833,0.48307,Republican
2020,NEW YORK,NY,ORANGE,36071,173305,84996,84684,0.49044,0.48864,Republican
2020,NEW YORK,NY,ORLEANS,36073,18314,12126,5587,0.66212,0.30507,Republican
2020,NEW YORK,NY,OSWEGO,36075,54852,32138,21143,0.5859,0.38546,Republican
2020,NEW YORK,NY,OTSEGO,36077,28223,14382,12975,0.50958,0.45973,Republican
2020,NEW YORK,NY,PUTNAM,36079,55318,29283,24953,0.52936,0.45108,Republican
2020,NEW YORK,NY,QUEENS,36081,794498,212665,569038,0.26767,0.71622,Democrat
2020,NEW YORK,NY,RENSSELAER,36083,79962,36500,40969,0.45647,0.51236,Democrat
2020,NEW YORK,NY,RICHMOND,36085,217899,123320,90997,0.56595,0.41761,Republican
2020,NEW YORK,NY,ROCKLAND,36087,151381,73186,75802,0.48346,0.50074,Democrat
2020,NEW YORK,NY,ST. LAWRENCE,36089,45267,24608,19361,0.54362,0.42771,Republican
2020,NEW YORK,NY,SARATOGA,36091,133556,61305,68471,0.45902,0.51268,Democrat
2020,NEW YORK,NY,SCHENECTADY,36093,75381,30741,42465,0.40781,0.56334,Democrat
2020,NEW YORK,NY,SCHOHARIE,36095,15810,9903,5345,0.62638,0.33808,Republican
2020,NEW YORK,NY,SCHUYLER,36097,9799,5621,3903,0.57363,0.39831,Republican
2020,NEW YORK,NY,SENECA,36099,15718,8329,6914,0.5299,0.43988,Republican
2020,NEW YORK,NY,STEUBEN,36101,46516,29474,15790,0.63363,0.33945,Republican
2020,NEW YORK,NY,SUFFOLK,36103,757877,375821,368000,0.49589,0.48557,Republican
2020,NEW YORK,NY,SULLIVAN,36105,35132,18665,15489,0.53128,0.44088,Republican
2020,NEW YORK,NY,TIOGA,36107,25170,14791,9634,0.58764,0.38276,Republican
2020,NEW YORK,NY,TOMPKINS,36109,46048,11096,33619,0.24097,0.73009,Democrat
2020,NEW YORK,NY,ULSTER,36111,98160,37590,57970,0.38295,0.59057,Democrat
2020,NEW YORK,NY,WARREN,36113,36394,17699,17642,0.48632,0.48475,Republican
2020,NEW YORK,NY,WASHINGTON,36115,28256,15941,11565,0.56416,0.40929,Republican
2020,NEW YORK,NY,WAYNE,36117,45031,26204,17456,0.58191,0.38764,Republican
2020,NEW YORK,NY,WESTCHESTER,36119,462265,144713,312371,0.31305,0.67574,Democrat
2020,NEW YORK,NY,WYOMING,36121,19483,13898,5073,0.71334,0.26038,Republican
2020,NEW YORK,NY,YATES,36123,10788,6208,4219,0.57545,0.39108,Republican
2020,NORTH CAROLINA,NC,ALAMANCE,37001,86091,46056,38825,0.53497,0.45098,Republican
2020,NORTH CAROLINA,NC,ALEXANDER,37003,20236,15888,4145,0.78514,0.20483,Republican
2020,NORTH CAROLINA,NC,ALLEGHANY,37005,6076,4527,1486,0.74506,0.24457,Republican
2020,NORTH CAROLINA,NC,ANSON,37007,11194,5321,5789,0.47534,0.51715,Democrat
2020,NORTH CAROLINA,NC,ASHE,37009,15814,11451,4164,0.72411,0.26331,Republican
2020,NORTH CAROLINA,NC,AVERY,37011,9458,7172,2191,0.7583,0.23166,Republican
2020,NORTH CAROLINA,NC,BEAUFORT,37013,26315,16437,9633,0.62462,0.36606,Republican
2020,NORTH CAROLINA,NC,BERTIE,37015,9815,3817,5939,0.38889,0.60509,Democrat
2020,NORTH CAROLINA,NC,BLADEN,37017,17125,9676,7326,0.56502,0.4278,Republican
2020,NORTH CAROLINA,NC,BRUNSWICK,37019,90175,55850,33310,0.61935,0.36939,Republican
2020,NORTH CAROLINA,NC,BUNCOMBE,37021,161569,62412,96515,0.38629,0.59736,Democrat
2020,NORTH CAROLINA,NC,BURKE,37023,44602,31019,13118,0.69546,0.29411,Republican
2020,NORTH CAROLINA,NC,CABARRUS,37025,117227,63237,52162,0.53944,0.44497,Republican
2020,NORTH CAROLINA,NC,CALDWELL,37027,42829,32119,10245,0.74994,0.23921,Republican
2020,NORTH CAROLINA,NC,CAMDEN,37029,5953,4312,1537,0.72434,0.25819,Republican
2020,NORTH CAROLINA,NC,CARTERET,37031,42695,30028,12093,0.70331,0.28324,Republican
2020,NORTH CAROLINA,NC,CASWELL,37033,12051,7089,4860,0.58825,0.40329,Republican
2020,NORTH CAROLINA,NC,CATAWBA,37035,83425,56588,25689,0.67831,0.30793,Republican
2020,NORTH CAROLINA,NC,CHATHAM,37037,48599,21186,26787,0.43593,0.55118,Democrat
2020,NORTH CAROLINA,NC,CHEROKEE,37039,16423,12628,3583,0.76892,0.21817,Republican
2020,NORTH CAROLINA,NC,CHOWAN,37041,7784,4471,3247,0.57438,0.41714,Republican
2020,NORTH CAROLINA,NC,CLAY,37043,6893,5112,1699,0.74162,0.24648,Republican
2020,NORTH CAROLINA,NC,CLEVELAND,37045,51308,33798,16955,0.65873,0.33046,Republican
2020,NORTH CAROLINA,NC,COLUMBUS,37047,26446,16832,9446,0.63647,0.35718,Republican
2020,NORTH CAROLINA,NC,CRAVEN,37049,53065,31032,21148,0.58479,0.39853,Republican
2020,NORTH CAROLINA,NC,CUMBERLAND,37051,147150,60032,84469,0.40796,0.57403,Democrat
2020,NORTH CAROLINA,NC,CURRITUCK,37053,16147,11657,4195,0.72193,0.2598,Republican
2020,NORTH CAROLINA,NC,DARE,37055,24232,13938,9936,0.57519,0.41004,Republican
2020,NORTH CAROLINA,NC,DAVIDSON,37057,88514,64658,22636,0.73048,0.25573,Republican
2020,NORTH CAROLINA,NC,DAVIE,37059,25311,18228,6713,0.72016,0.26522,Republican
2020,NORTH CAROLINA,NC,DUPLIN,37061,22715,13793,8767,0.60722,0.38596,Republican
2020,NORTH CAROLINA,NC,DURHAM,37063,179914,32459,144688,0.18041,0.80421,Democrat
2020,NORTH CAROLINA,NC,EDGECOMBE,37065,25477,9206,16089,0.36135,0.63151,Democrat
2020,NORTH CAROLINA,NC,FORSYTH,37067,201270,85064,113033,0.42264,0.5616,Democrat
2020,NORTH CAROLINA,NC,FRANKLIN,37069,37351,20901,15879,0.55958,0.42513,Republican
2020,NORTH CAROLINA,NC,GASTON,37071,115498,73033,40959,0.63233,0.35463,Republican
2020,NORTH CAROLINA,NC,GATES,37073,5971,3367,2546,0.56389,0.42639,Republican
2020,NORTH CAROLINA,NC,GRAHAM,37075,4665,3710,905,0.79528,0.194,Republican
2020,NORTH CAROLINA,NC,GRANVILLE,37077,31598,16647,14565,0.52684,0.46095,Republican
2020,NORTH CAROLINA,NC,GREENE,37079,8753,4874,3832,0.55684,0.43779,Republican
2020,NORTH CAROLINA,NC,GUILFORD,37081,284486,107294,173086,0.37715,0.60842,Democrat
2020,NORTH CAROLINA,NC,HALIFAX,37083,25759,10080,15545,0.39132,0.60348,Democrat
2020,NORTH CAROLINA,NC,HARNETT,37085,58293,35177,22093,0.60345,0.379,Republican
2020,NORTH CAROLINA,NC,HAYWOOD,37087,36542,22834,13144,0.62487,0.3597,Republican
2020,NORTH CAROLINA,NC,HENDERSON,37089,68371,40032,27211,0.58551,0.39799,Republican
2020,NORTH CAROLINA,NC,HERTFORD,37091,10634,3479,7097,0.32716,0.66739,Democrat
2020,NORTH CAROLINA,NC,HOKE,37093,21639,9453,11804,0.43685,0.5455,Democrat
2020,NORTH CAROLINA,NC,HYDE,37095,2492,1418,1046,0.56902,0.41974,Republican
2020,NORTH CAROLINA,NC,IREDELL,37097,102371,67010,33888,0.65458,0.33103,Republican
2020,NORTH CAROLINA,NC,JACKSON,37099,21428,11356,9591,0.52996,0.44759,Republican
2020,NORTH CAROLINA,NC,JOHNSTON,37101,111357,68353,41257,0.61382,0.37049,Republican
2020,NORTH CAROLINA,NC,JONES,37103,5525,3280,2197,0.59367,0.39765,Republican
2020,NORTH CAROLINA,NC,LEE,37105,29008,16469,12143,0.56774,0.41861,Republican
2020,NORTH CAROLINA,NC,LENOIR,37107,28409,14590,13605,0.51357,0.4789,Republican
2020,NORTH CAROLINA,NC,LINCOLN,37109,50217,36341,13274,0.72368,0.26433,Republican
2020,NORTH CAROLINA,NC,MCDOWELL,37111,23003,16883,5832,0.73395,0.25353,Republican
2020,NORTH CAROLINA,NC,MACON,37113,20743,14211,6230,0.6851,0.30034,Republican
2020,NORTH CAROLINA,NC,MADISON,37115,13076,7979,4901,0.6102,0.37481,Republican
2020,NORTH CAROLINA,NC,MARTIN,37117,12540,6532,5911,0.52089,0.47137,Republican
2020,NORTH CAROLINA,NC,MECKLENBURG,37119,567053,179211,378107,0.31604,0.66679,Democrat
2020,NORTH CAROLINA,NC,MITCHELL,37121,9041,7090,1867,0.78421,0.2065,Republican
2020,NORTH CAROLINA,NC,MONTGOMERY,37123,12849,8411,4327,0.6546,0.33676,Republican
2020,NORTH CAROLINA,NC,MOORE,37125,58339,36764,20779,0.63018,0.35618,Republican
2020,NORTH CAROLINA,NC,NASH,37127,52271,25827,25947,0.4941,0.49639,Democrat
2020,NORTH CAROLINA,NC,NEW HANOVER,37129,131830,63331,66138,0.4804,0.50169,Democrat
2020,NORTH CAROLINA,NC,NORTHAMPTON,37131,10110,3989,6069,0.39456,0.6003,Democrat
2020,NORTH CAROLINA,NC,ONSLOW,37133,72235,46078,24266,0.63789,0.33593,Republican
2020,NORTH CAROLINA,NC,ORANGE,37135,84997,20176,63594,0.23737,0.74819,Democrat
2020,NORTH CAROLINA,NC,PAMLICO,37137,7631,4849,2713,0.63543,0.35552,Republican
2020,NORTH CAROLINA,NC,PASQUOTANK,37139,19897,9770,9832,0.49103,0.49414,Democrat
2020,NORTH CAROLINA,NC,PENDER,37141,34169,21956,11723,0.64257,0.34309,Republican
2020,NORTH CAROLINA,NC,PERQUIMANS,37143,7484,4903,2492,0.65513,0.33298,Republican
2020,NORTH CAROLINA,NC,PERSON,37145,21894,13184,8465,0.60217,0.38664,Republican
2020,NORTH CAROLINA,NC,PITT,37147,87573,38982,47252,0.44514,0.53957,Democrat
2020,NORTH CAROLINA,NC,POLK,37149,12358,7689,4518,0.62219,0.36559,Republican
2020,NORTH CAROLINA,NC,RANDOLPH,37151,73316,56894,15618,0.77601,0.21302,Republican
2020,NORTH CAROLINA,NC,RICHMOND,37153,20763,11830,8754,0.56976,0.42162,Republican
2020,NORTH CAROLINA,NC,ROBESON,37155,47188,27806,19020,0.58926,0.40307,Republican
2020,NORTH CAROLINA,NC,ROCKINGHAM,37157,47809,31301,15992,0.65471,0.3345,Republican
2020,NORTH CAROLINA,NC,ROWAN,37159,73408,49297,23114,0.67155,0.31487,Republican
2020,NORTH CAROLINA,NC,RUTHERFORD,37161,34429,24891,9135,0.72297,0.26533,Republican
2020,NORTH CAROLINA,NC,SAMPSON,37163,28618,17411,10966,0.60839,0.38319,Republican
2020,NORTH CAROLINA,NC,SCOTLAND,37165,14775,7473,7186,0.50579,0.48636,Republican
2020,NORTH CAROLINA,NC,STANLY,37167,33939,25458,8129,0.75011,0.23952,Republican
2020,NORTH CAROLINA,NC,STOKES,37169,25701,20142,5286,0.7837,0.20567,Republican
2020,NORTH CAROLINA,NC,SURRY,37171,36638,27538,8721,0.75162,0.23803,Republican
2020,NORTH CAROLINA,NC,SWAIN,37173,7068,4161,2780,0.58871,0.39332,Republican
2020,NORTH CAROLINA,NC,TRANSYLVANIA,37175,20404,11636,8444,0.57028,0.41384,Republican
2020,NORTH CAROLINA,NC,TYRRELL,37177,1817,1044,758,0.57457,0.41717,Republican
2020,NORTH CAROLINA,NC,UNION,37179,131011,80382,48725,0.61355,0.37192,Republican
2020,NORTH CAROLINA,NC,VANCE,37181,20999,8391,12431,0.39959,0.59198,Democrat
2020,NORTH CAROLINA,NC,WAKE,37183,631830,226197,393336,0.358,0.62253,Democrat
2020,NORTH CAROLINA,NC,WARREN,37185,10293,3752,6400,0.36452,0.62178,Democrat
2020,NORTH CAROLINA,NC,WASHINGTON,37187,6205,2781,3396,0.44819,0.5473,Democrat
2020,NORTH CAROLINA,NC,WATAUGA,37189,32220,14451,17122,0.44851,0.53141,Democrat
2020,NORTH CAROLINA,NC,WAYNE,37191,55537,30709,24215,0.55295,0.43602,Republican
2020,NORTH CAROLINA,NC,WILKES,37193,35466,27592,7511,0.77798,0.21178,Republican
2020,NORTH CAROLINA,NC,WILSON,37195,40735,19581,20754,0.48069,0.50949,Democrat
2020,NORTH CAROLINA,NC,YADKIN,37197,19923,15933,3763,0.79973,0.18888,Republican
2020,NORTH CAROLINA,NC,YANCEY,37199,11352,7516,3688,0.66209,0.32488,Republican
2020,NORTH DAKOTA,ND,ADAMS,38001,1269,981,258,0.77305,0.20331,Republican
2020,NORTH DAKOTA,ND,BARNES,38003,5565,3568,1820,0.64115,0.32704,Republican
2020,NORTH DAKOTA,ND,BENSON,38005,1961,1094,822,0.55788,0.41917,Republican
2020,NORTH DAKOTA,ND,BILLINGS,38007,635,541,72,0.85197,0.11339,Republican
2020,NORTH DAKOTA,ND,BOTTINEAU,38009,3471,2575,821,0.74186,0.23653,Republican
2020,NORTH DAKOTA,ND,BOWMAN,38011,1657,1395,228,0.84188,0.1376,Republican
2020,NORTH DAKOTA,ND,BURKE,38013,1155,994,137,0.86061,0.11861,Republican
2020,NORTH DAKOTA,ND,BURLEIGH,38015,50753,34744,14348,0.68457,0.2827,Republican
2020,NORTH DAKOTA,ND,CASS,38017,86053,42619,40311,0.49526,0.46844,Republican
2020,NORTH DAKOTA,ND,CAVALIER,38019,2020,1499,474,0.74208,0.23465,Republican
2020,NORTH DAKOTA,ND,DICKEY,38021,2424,1742,608,0.71865,0.25083,Republican
2020,NORTH DAKOTA,ND,DIVIDE,38023,1202,904,265,0.75208,0.22047,Republican
2020,NORTH DAKOTA,ND,DUNN,38025,2338,1951,342,0.83447,0.14628,Republican
2020,NORTH DAKOTA,ND,EDDY,38027,1261,854,383,0.67724,0.30373,Republican
2020,NORTH DAKOTA,ND,EMMONS,38029,2009,1738,237,0.86511,0.11797,Republican
2020,NORTH DAKOTA,ND,FOSTER,38031,1778,1362,373,0.76603,0.20979,Republican
2020,NORTH DAKOTA,ND,GOLDEN VALLEY,38033,1026,871,137,0.84893,0.13353,Republican
2020,NORTH DAKOTA,ND,GRAND FORKS,38035,30970,16987,12880,0.5485,0.41589,Republican
2020,NORTH DAKOTA,ND,GRANT,38037,1381,1145,207,0.82911,0.14989,Republican
2020,NORTH DAKOTA,ND,GRIGGS,38039,1250,907,308,0.7256,0.2464,Republican
2020,NORTH DAKOTA,ND,HETTINGER,38041,1312,1091,196,0.83155,0.14939,Republican
2020,NORTH DAKOTA,ND,KIDDER,38043,1460,1215,221,0.83219,0.15137,Republican
2020,NORTH DAKOTA,ND,LAMOURE,38045,2219,1645,527,0.74132,0.23749,Republican
2020,NORTH DAKOTA,ND,LOGAN,38047,1076,930,128,0.86431,0.11896,Republican
2020,NORTH DAKOTA,ND,MCHENRY,38049,3003,2364,564,0.78721,0.18781,Republican
2020,NORTH DAKOTA,ND,MCINTOSH,38051,1455,1153,261,0.79244,0.17938,Republican
2020,NORTH DAKOTA,ND,MCKENZIE,38053,5419,4482,814,0.82709,0.15021,Republican
2020,NORTH DAKOTA,ND,MCLEAN,38055,5536,4198,1230,0.75831,0.22218,Republican
